mountain,base_depth,region,new_snow,day,year_total
Mt. Hood Meadows,160 in.,Mt. Hood,7 in.,"Apr 29, 2011",286 in.
Mt. Hood Meadows,34 in.,Mt. Hood,2 in.,"Nov 17, 2009",365 in.
Mt. Hood Meadows,155 in.,Mt. Hood,11 in.,"Mar 20, 2012",347 in.
Mt. Hood Meadows,0 in.,Mt. Hood,5 in.,"Nov 19, 2010",221 in.
Timberline Lodge,85 in.,Oregon,12 in.,"May 10, 2014",375 in.
Timberline Lodge,13 in.,Oregon,1 in.,"Nov  7, 2011",360 in.
Timberline Lodge,63 in.,Oregon,6 in.,"Dec 14, 2012",424 in.
Timberline Lodge,28 in.,Oregon,4 in.,"Nov 29, 2009",436 in.
Timberline Lodge,28 in.,Oregon,1 in.,"Dec 14, 2013",294 in.
Timberline Lodge,77 in.,Oregon,2 in.,"Dec 26, 2010",311 in.
Mt. Bachelor,106 in.,Oregon,14 in.,"Apr  7, 2013",344 in.
Mt. Bachelor,103 in.,Oregon,11 in.,"Mar 26, 2014",533 in.
Mt. Bachelor,104 in.,Oregon,1 in.,"Apr 24, 2010",204 in.
Mt. Bachelor,151 in.,Oregon,2 in.,"Apr  6, 2011",266 in.
Mt. Bachelor,154 in.,Oregon,6 in.,"Mar 28, 2012",350 in.
Mt. Hood Meadows,109 in.,Mt. Hood,1 in.,"Apr 22, 2014",301 in.
Mt. Hood Meadows,144 in.,Mt. Hood,2 in.,"May  7, 2011",288 in.
Mt. Hood Meadows,38 in.,Mt. Hood,6 in.,"Nov 18, 2009",371 in.
Mt. Hood Meadows,169 in.,Mt. Hood,25 in.,"Mar 21, 2012",372 in.
Mt. Hood Meadows,33 in.,Mt. Hood,4 in.,"Nov 20, 2010",225 in.
Timberline Lodge,85 in.,Oregon,9 in.,"May 11, 2014",384 in.
Timberline Lodge,15 in.,Oregon,7 in.,"Nov 12, 2011",367 in.
Timberline Lodge,63 in.,Oregon,10 in.,"Dec 15, 2012",434 in.
Timberline Lodge,28 in.,Oregon,4 in.,"Dec 17, 2009",440 in.
Timberline Lodge,28 in.,Oregon,1 in.,"Dec 19, 2013",295 in.
Timberline Lodge,93 in.,Oregon,13 in.,"Dec 28, 2010",324 in.
Mt. Bachelor,113 in.,Oregon,7 in.,"Apr  8, 2013",351 in.
Mt. Bachelor,114 in.,Oregon,28 in.,"Mar 27, 2014",561 in.
Mt. Bachelor,104 in.,Oregon,1 in.,"Apr 27, 2010",205 in.
Mt. Bachelor,160 in.,Oregon,10 in.,"Apr  7, 2011",276 in.
Mt. Bachelor,153 in.,Oregon,2 in.,"Mar 29, 2012",352 in.
Mt. Hood Meadows,116 in.,Mt. Hood,8 in.,"Apr 23, 2014",309 in.
Mt. Hood Meadows,144 in.,Mt. Hood,3 in.,"May  8, 2011",291 in.
Mt. Hood Meadows,36 in.,Mt. Hood,3 in.,"Nov 19, 2009",374 in.
Mt. Hood Meadows,176 in.,Mt. Hood,15 in.,"Mar 22, 2012",387 in.
Mt. Hood Meadows,55 in.,Mt. Hood,8 in.,"Nov 23, 2010",233 in.
Timberline Lodge,119 in.,Oregon,1 in.,"May 28, 2014",385 in.
Timberline Lodge,57 in.,Oregon,13 in.,"Nov 19, 2011",380 in.
Timberline Lodge,77 in.,Oregon,11 in.,"Dec 17, 2012",445 in.
Timberline Lodge,28 in.,Oregon,12 in.,"Dec 18, 2009",452 in.
Timberline Lodge,28 in.,Oregon,1 in.,"Dec 20, 2013",296 in.
Timberline Lodge,107 in.,Oregon,15 in.,"Dec 29, 2010",339 in.
Mt. Bachelor,103 in.,Oregon,2 in.,"Apr 12, 2013",353 in.
Mt. Bachelor,121 in.,Oregon,25 in.,"Mar 28, 2014",586 in.
Mt. Bachelor,108 in.,Oregon,4 in.,"Apr 28, 2010",209 in.
Mt. Bachelor,162 in.,Oregon,2 in.,"Apr  8, 2011",278 in.
Mt. Bachelor,159 in.,Oregon,11 in.,"Mar 30, 2012",363 in.
Mt. Hood Meadows,119 in.,Mt. Hood,6 in.,"Apr 24, 2014",315 in.
Mt. Hood Meadows,36 in.,Mt. Hood,19 in.,"Nov 18, 2011",310 in.
Mt. Hood Meadows,47 in.,Mt. Hood,12 in.,"Nov 21, 2009",386 in.
Mt. Hood Meadows,173 in.,Mt. Hood,1 in.,"Mar 23, 2012",388 in.
Mt. Hood Meadows,46 in.,Mt. Hood,5 in.,"Nov 27, 2010",238 in.
Timberline Lodge,121 in.,Oregon,3 in.,"May 29, 2014",388 in.
Timberline Lodge,56 in.,Oregon,3 in.,"Nov 20, 2011",383 in.
Timberline Lodge,77 in.,Oregon,11 in.,"Dec 18, 2012",456 in.
Timberline Lodge,28 in.,Oregon,1 in.,"Dec 21, 2013",297 in.
Mt. Bachelor,103 in.,Oregon,3 in.,"Apr 13, 2013",356 in.
Mt. Bachelor,127 in.,Oregon,19 in.,"Mar 29, 2014",605 in.
Mt. Bachelor,117 in.,Oregon,5 in.,"May  4, 2010",214 in.
Mt. Bachelor,154 in.,Oregon,1 in.,"Apr 10, 2011",279 in.
Mt. Bachelor,163 in.,Oregon,10 in.,"Mar 31, 2012",373 in.
Mt. Hood Meadows,119 in.,Mt. Hood,2 in.,"Apr 25, 2014",317 in.
Mt. Hood Meadows,45 in.,Mt. Hood,14 in.,"Nov 19, 2011",324 in.
Mt. Hood Meadows,55 in.,Mt. Hood,13 in.,"Nov 22, 2009",399 in.
Mt. Hood Meadows,162 in.,Mt. Hood,3 in.,"Mar 27, 2012",391 in.
Mt. Hood Meadows,49 in.,Mt. Hood,4 in.,"Nov 28, 2010",242 in.
Timberline Lodge,103 in.,Oregon,3 in.,"Jun 16, 2014",391 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Nov 22, 2011",392 in.
Timberline Lodge,94 in.,Oregon,9 in.,"Dec 19, 2012",465 in.
Timberline Lodge,28 in.,Oregon,1 in.,"Dec 22, 2013",298 in.
Mt. Bachelor,104 in.,Oregon,2 in.,"Apr 14, 2013",358 in.
Mt. Bachelor,128 in.,Oregon,6 in.,"Mar 30, 2014",611 in.
Mt. Bachelor,117 in.,Oregon,3 in.,"May  6, 2010",217 in.
Mt. Bachelor,152 in.,Oregon,1 in.,"Apr 11, 2011",280 in.
Mt. Bachelor,169 in.,Oregon,10 in.,"Apr  1, 2012",383 in.
Mt. Hood Meadows,119 in.,Mt. Hood,3 in.,"Apr 27, 2014",320 in.
Mt. Hood Meadows,43 in.,Mt. Hood,2 in.,"Nov 20, 2011",326 in.
Mt. Hood Meadows,56 in.,Mt. Hood,10 in.,"Nov 23, 2009",409 in.
Mt. Hood Meadows,165 in.,Mt. Hood,4 in.,"Mar 28, 2012",395 in.
Mt. Hood Meadows,49 in.,Mt. Hood,2 in.,"Nov 29, 2010",244 in.
Timberline Lodge,103 in.,Oregon,3 in.,"Jun 17, 2014",394 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Nov 23, 2011",401 in.
Timberline Lodge,96 in.,Oregon,8 in.,"Dec 20, 2012",473 in.
Mt. Bachelor,106 in.,Oregon,7 in.,"Apr 15, 2013",365 in.
Mt. Bachelor,127 in.,Oregon,4 in.,"Mar 31, 2014",615 in.
Mt. Bachelor,110 in.,Oregon,2 in.,"May 10, 2010",219 in.
Mt. Bachelor,152 in.,Oregon,1 in.,"Apr 12, 2011",281 in.
Mt. Bachelor,170 in.,Oregon,3 in.,"Apr  2, 2012",386 in.
Mt. Hood Meadows,111 in.,Mt. Hood,1 in.,"May  4, 2014",321 in.
Mt. Hood Meadows,46 in.,Mt. Hood,10 in.,"Nov 22, 2011",336 in.
Mt. Hood Meadows,46 in.,Mt. Hood,1 in.,"Nov 27, 2009",410 in.
Mt. Hood Meadows,165 in.,Mt. Hood,4 in.,"Mar 29, 2012",399 in.
Mt. Hood Meadows,0 in.,Mt. Hood,3 in.,"Nov 30, 2010",247 in.
Timberline Lodge,0 in.,Oregon,8 in.,"Oct 27, 2014",402 in.
Timberline Lodge,60 in.,Oregon,8 in.,"Nov 25, 2011",409 in.
Timberline Lodge,97 in.,Oregon,11 in.,"Dec 21, 2012",484 in.
Mt. Bachelor,106 in.,Oregon,2 in.,"Apr 16, 2013",367 in.
Mt. Bachelor,126 in.,Oregon,1 in.,"Apr  1, 2014",616 in.
Mt. Bachelor,19 in.,Oregon,12 in.,"Nov 18, 2010",231 in.
Mt. Bachelor,151 in.,Oregon,1 in.,"Apr 13, 2011",282 in.
Mt. Bachelor,165 in.,Oregon,2 in.,"Apr  4, 2012",388 in.
Mt. Hood Meadows,111 in.,Mt. Hood,1 in.,"May  5, 2014",322 in.
Mt. Hood Meadows,39 in.,Mt. Hood,2 in.,"Nov 23, 2011",338 in.
Mt. Hood Meadows,48 in.,Mt. Hood,1 in.,"Nov 28, 2009",411 in.
Mt. Hood Meadows,171 in.,Mt. Hood,9 in.,"Mar 30, 2012",408 in.
Mt. Hood Meadows,61 in.,Mt. Hood,14 in.,"Dec  1, 2010",261 in.
Timberline Lodge,0 in.,Oregon,1 in.,"Nov 15, 2014",403 in.
Timberline Lodge,59 in.,Oregon,8 in.,"Nov 26, 2011",417 in.
Timberline Lodge,97 in.,Oregon,2 in.,"Dec 23, 2012",486 in.
Mt. Bachelor,104 in.,Oregon,3 in.,"Apr 18, 2013",370 in.
Mt. Bachelor,126 in.,Oregon,1 in.,"Apr  4, 2014",617 in.
Mt. Bachelor,19 in.,Oregon,13 in.,"Nov 19, 2010",244 in.
Mt. Bachelor,153 in.,Oregon,5 in.,"Apr 14, 2011",287 in.
Mt. Bachelor,165 in.,Oregon,3 in.,"Apr  5, 2012",391 in.
Mt. Hood Meadows,108 in.,Mt. Hood,2 in.,"May  9, 2014",324 in.
Mt. Hood Meadows,37 in.,Mt. Hood,1 in.,"Nov 24, 2011",339 in.
Mt. Hood Meadows,46 in.,Mt. Hood,2 in.,"Dec  5, 2009",413 in.
Mt. Hood Meadows,172 in.,Mt. Hood,13 in.,"Mar 31, 2012",421 in.
Mt. Hood Meadows,59 in.,Mt. Hood,2 in.,"Dec  2, 2010",263 in.
Timberline Lodge,9 in.,Oregon,1 in.,"Nov 21, 2014",404 in.
Timberline Lodge,57 in.,Oregon,3 in.,"Nov 28, 2011",420 in.
Timberline Lodge,104 in.,Oregon,13 in.,"Dec 24, 2012",499 in.
Mt. Bachelor,101 in.,Oregon,3 in.,"Apr 19, 2013",373 in.
Mt. Bachelor,125 in.,Oregon,4 in.,"Apr  5, 2014",621 in.
Mt. Bachelor,28 in.,Oregon,14 in.,"Nov 22, 2010",258 in.
Mt. Bachelor,155 in.,Oregon,4 in.,"Apr 15, 2011",291 in.
Mt. Bachelor,164 in.,Oregon,1 in.,"Apr  6, 2012",392 in.
Mt. Hood Meadows,117 in.,Mt. Hood,9 in.,"May 10, 2014",333 in.
Mt. Hood Meadows,45 in.,Mt. Hood,11 in.,"Nov 25, 2011",350 in.
Mt. Hood Meadows,46 in.,Mt. Hood,3 in.,"Dec  6, 2009",416 in.
Mt. Hood Meadows,173 in.,Mt. Hood,7 in.,"Apr  1, 2012",428 in.
Mt. Hood Meadows,58 in.,Mt. Hood,7 in.,"Dec  9, 2010",270 in.
Timberline Lodge,9 in.,Oregon,6 in.,"Nov 22, 2014",410 in.
Timberline Lodge,56 in.,Oregon,4 in.,"Nov 30, 2011",424 in.
Timberline Lodge,117 in.,Oregon,15 in.,"Dec 26, 2012",514 in.
Mt. Bachelor,36 in.,Oregon,14 in.,"May 22, 2013",387 in.
Mt. Bachelor,106 in.,Oregon,1 in.,"Apr 16, 2014",622 in.
Mt. Bachelor,28 in.,Oregon,20 in.,"Nov 23, 2010",278 in.
Mt. Bachelor,153 in.,Oregon,3 in.,"Apr 17, 2011",294 in.
Mt. Bachelor,157 in.,Oregon,4 in.,"Apr 12, 2012",396 in.
Mt. Hood Meadows,112 in.,Mt. Hood,1 in.,"May 11, 2014",334 in.
